birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,"Lehnert, Katharina",,http://www.wtatennis.com/players/player/17128/title/katharina-lehnert,PHI,,18-Feb-94,436,438,,20,75
"Hunan, China",Right-handed (two-handed both sides),"Peng, Shuai",135,http://www.wtatennis.com/players/player/6355/title/shuai-peng,CHN,1.77,08-Jan-86,437,439,"Tian Jin, China",9,74
,,"De Bernardi, Clothilde",,http://www.wtatennis.com/players/player/17286/title/clothilde-de-bernardi,FRA,,16-Nov-94,438,440,,13,74
,,"Stollar, Fanny",,http://www.wtatennis.com/players/player/24668/title/fanny-stollar,HUN,,12-Nov-98,439,441,,10,74
,,"Santamaria, Sabrina",,http://www.wtatennis.com/players/player/16041/title/sabrina-santamaria,USA,,24-Feb-93,440,446,,11,74
"Sevilla, Spain",Right-handed (two-handed backhand),"Cabeza Candela, Estrella",141,http://www.wtatennis.com/players/player/10561/title/estrella-cabeza-candela,ESP,1.73,20-Feb-87,441,443,"Valencia, Spain",13,74
,,"Simic, Jelena",,http://www.wtatennis.com/players/player/16187/title/jelena-simic,BIH,,19-Feb-92,442,447,,19,74
"Moscow, Russia",Right-handed (two-handed backhand),"Dushevina, Vera",161,http://www.wtatennis.com/players/player/9944/title/vera-dushevina,RUS,1.8,06-Oct-86,443,445,"Khimki, Russia",8,73
,,"Frenkel, Nicole",,http://www.wtatennis.com/players/player/20965/title/nicole-frenkel,USA,,29-Apr-98,444,458,,15,73
,,"Doroshina, Olga",,http://www.wtatennis.com/players/player/17984/title/olga-doroshina,RUS,,24-Jun-94,445,444,,14,73
,,"Jones, Julia",,http://www.wtatennis.com/players/player/21122/title/julia-jones,USA,,03-Apr-94,446,448,,15,73
,,"Sanchez-Quintanar, Cristina",,http://www.wtatennis.com/players/player/12927/title/cristina-sanchez-quintanar,ESP,,24-Mar-89,447,428,,19,73
,,"Cako, Jacqueline",,http://www.wtatennis.com/players/player/15275/title/jacqueline-cako,USA,,30-Aug-91,448,434,,19,72
,,"Halbauer, Ellie",,http://www.wtatennis.com/players/player/22286/title/ellie-halbauer,USA,,10-Jul-97,449,435,,19,71
,,"Imanishi, Miharu",,http://www.wtatennis.com/players/player/14690/title/miharu-imanishi,JPN,,20-May-92,450,426,,10,71
,,"Estable, Julieta",,http://www.wtatennis.com/players/player/20583/title/julieta-estable,ARG,,15-Jul-97,451,460,,20,71
,,"Pribylova, Anastasia",,http://www.wtatennis.com/players/player/21731/title/anastasia-pribylova,RUS,,12-Feb-96,452,470,,21,71
,,"Borecka, Martina",,http://www.wtatennis.com/players/player/14255/title/martina-borecka,CZE,,19-Mar-91,453,449,,15,70
,,"Sun, Xuliu",,http://www.wtatennis.com/players/player/20427/title/xuliu-sun,CHN,,07-Mar-95,454,450,,21,70
"Basel, Switzerland",Left-handed (two-handed backhand),"Schnyder, Patty",125,http://www.wtatennis.com/players/player/7693/title/patty-schnyder,SUI,1.68,14-Dec-78,455,451,"Baech, Switzerland",10,70
,,"Sotnikova, Alyona",,http://www.wtatennis.com/players/player/14065/title/alyona-sotnikova,UKR,,05-May-92,456,453,,17,70
,,"Kinard, Tori",,http://www.wtatennis.com/players/player/13263/title/tori-kinard,USA,,24-Nov-87,457,454,,19,69
,,"Oyen, Sofie",,http://www.wtatennis.com/players/player/15554/title/sofie-oyen,BEL,,04-Feb-92,458,456,,22,69
,,"Lazareva, Margarita",,http://www.wtatennis.com/players/player/13186/title/margarita-lazareva,RUS,,10-Oct-90,459,457,,24,69
,,"Stokke, Melanie",,http://www.wtatennis.com/players/player/21550/title/melanie-stokke,NOR,,01-Oct-96,460,459,,16,68
,,"Swan, Katie",,http://www.wtatennis.com/players/player/24565/title/katie-swan,GBR,,24-Mar-99,461,461,,9,67
,,"Austin, Brooke",,http://www.wtatennis.com/players/player/18790/title/brooke-austin,USA,,12-Feb-96,462,462,,5,67
,,"Muntean, Victoria",,http://www.wtatennis.com/players/player/19124/title/victoria-muntean,FRA,,23-Jan-97,463,463,,19,67
,,"Stamatova, Julia",,http://www.wtatennis.com/players/player/15705/title/julia-stamatova,BUL,,04-Jun-93,464,464,,23,67
,,"Blinkova, Anna",,http://www.wtatennis.com/players/player/26037/title/anna-blinkova,RUS,,10-Sep-98,465,467,,8,65
,,"Fourlis, Jaimee",,http://www.wtatennis.com/players/player/24171/title/jaimee-fourlis,AUS,,17-Sep-99,466,468,,7,65
,,"Akita, Shiho",,http://www.wtatennis.com/players/player/13539/title/shiho-akita,JPN,,18-Jan-90,467,469,,12,65
,,"Schaeder, Laura",,http://www.wtatennis.com/players/player/16588/title/laura-schaeder,GER,,25-Apr-93,468,471,,19,64
,,"Inoue, Akari",,http://www.wtatennis.com/players/player/11760/title/akari-inoue,JPN,,04-Aug-88,469,472,,10,64
,,"Turati, Bianca",,http://www.wtatennis.com/players/player/22727/title/bianca-turati,ITA,,17-Jun-97,470,491,,16,64
,,"Zhao, Di",,http://www.wtatennis.com/players/player/15149/title/di-zhao,CHN,,05-Jan-93,471,473,,17,63
,,"Osaka, Mari",,http://www.wtatennis.com/players/player/18702/title/mari-osaka,JPN,,03-Apr-96,472,455,,13,63
,,"Wachaczyk, Julia",,http://www.wtatennis.com/players/player/16947/title/julia-wachaczyk,GER,,13-Apr-94,473,485,,16,63
,,"Papamichail, Despina",,http://www.wtatennis.com/players/player/15069/title/despina-papamichail,GRE,,09-Feb-93,474,474,,26,63
"Khabarovskiy Kray, Russia",Right-handed (two-handed backhand),"Ulukan, Ksenia",146,http://www.wtatennis.com/players/player/11998/title/ksenia-ulukan,KGZ,1.74,13-Dec-89,475,475,"Bishkek, Kyrgyzstan",12,62
"Saratov, Russia",Right-handed (two-handed backhand),"Gasanova, Anastasia",,http://www.wtatennis.com/players/player/23519/title/anastasia-gasanova,RUS,,15-May-99,476,482,"Ryazan, Russia",10,61
,,"Bolkvadze, Mariam",,http://www.wtatennis.com/players/player/21308/title/mariam-bolkvadze,GEO,,01-Jan-98,477,478,,12,61
"Bristol, England",,"Webley-Smith, Emily",139,http://www.wtatennis.com/players/player/9094/title/emily-webley-smith,GBR,1.68,14-Jul-84,478,479,"Bristol, England",29,60
,,"Xun, Fang Ying",,http://www.wtatennis.com/players/player/21012/title/fang-ying-xun,CHN,,14-Jan-95,479,481,,17,59
,,"Njiric, Silvia",,http://www.wtatennis.com/players/player/15200/title/silvia-njiric,CRO,,09-Jul-93,480,452,,23,59
,,"Gai, Ao",,http://www.wtatennis.com/players/player/21909/title/ao-gai,CHN,,11-Jan-95,481,484,,15,59
,,"Malikova, Tereza",,http://www.wtatennis.com/players/player/14425/title/tereza-malikova,CZE,,13-Jul-91,482,487,,18,59
,,"Marcinkevica, Diana",,http://www.wtatennis.com/players/player/15532/title/diana-marcinkevica,LAT,,03-Aug-92,483,486,,18,59
"Chiang Mai, Thailand",Right-handed (two-handed forehand and backhand),"Lertcheewakarn, Noppawan",132,http://www.wtatennis.com/players/player/13856/title/noppawan-lertcheewakarn,THA,1.67,18-Nov-91,484,488,"Bangkok, Thailand",13,58
,,"Frech, Magdalena",,http://www.wtatennis.com/players/player/20840/title/magdalena-frech,POL,,15-Dec-97,485,483,,12,58
,,"Cuk, Pia",,http://www.wtatennis.com/players/player/20853/title/pia-cuk,SLO,,24-Jul-96,486,489,,21,58
,,"Taylor, Gabriella",,http://www.wtatennis.com/players/player/22052/title/gabriella-taylor,GBR,,07-Mar-98,487,490,,12,57
,,"Paolini, Jasmine",,http://www.wtatennis.com/players/player/19333/title/jasmine-paolini,ITA,,04-Jan-96,488,476,,11,57
"St. Petersburg, Russia",Right-handed (two-handed backhand),"Kovalets, Sofiya",141,http://www.wtatennis.com/players/player/15557/title/sofiya-kovalets,UKR,1.72,10-Jul-94,489,505,"Budapest, Hungary",14,57
,,"Yerolymos, Margot",,http://www.wtatennis.com/players/player/21736/title/margot-yerolymos,FRA,,19-Apr-97,490,498,,15,57
,,"Di Giuseppe, Martina",,http://www.wtatennis.com/players/player/12317/title/martina-di-giuseppe,ITA,,10-Feb-91,491,492,,17,57
,,"Juhaszova, Vivien",,http://www.wtatennis.com/players/player/16777/title/vivien-juhaszova,SVK,,17-Jul-93,492,493,,18,57
,,"Vajdova, Natalia",,http://www.wtatennis.com/players/player/18587/title/natalia-vajdova,SVK,,26-Apr-95,493,494,,19,57
,,"Cabaj Awad, Jacqueline",,http://www.wtatennis.com/players/player/20363/title/jacqueline-cabaj-awad,SWE,,28-Jan-96,494,495,,18,56
,,"Nancarrow, Alexandra",,http://www.wtatennis.com/players/player/16122/title/alexandra-nancarrow,AUS,,01-Sep-93,495,496,,10,56
"Tyler, TX, USA",Right-handed (two-handed backhand),"Weinhold, Ashley",129,http://www.wtatennis.com/players/player/11492/title/ashley-weinhold,USA,,20-Jun-89,496,497,"Spicewood, TX, USA",13,56
,,"Lekaj, Adrijana",,http://www.wtatennis.com/players/player/21375/title/adrijana-lekaj,CRO,,29-Jun-95,497,480,,16,56
,,"Spremo, Milana",,http://www.wtatennis.com/players/player/13805/title/milana-spremo,SRB,,26-Nov-91,498,499,,20,56
,,"Aiava, Destanee",,http://www.wtatennis.com/players/player/25975/title/destanee-aiava,AUS,,10-May-00,499,500,,8,55
,,"Kang, Jiaqi",,http://www.wtatennis.com/players/player/24504/title/jiaqi-kang,CHN,,19-Jul-97,500,501,,16,55
,,"Miyamura, Miki",,http://www.wtatennis.com/players/player/11251/title/miki-miyamura,JPN,,04-Nov-85,501,502,,18,55
,,"Ene, Cristina",,http://www.wtatennis.com/players/player/19261/title/cristina-ene,ROU,,18-Dec-95,502,503,,22,55
,,"Yastremska, Dayana",,http://www.wtatennis.com/players/player/26031/title/dayana-yastremska,UKR,,15-May-00,503,509,,5,55
,,"Shymanovich, Iryna",,http://www.wtatennis.com/players/player/21547/title/iryna-shymanovich,BLR,,30-Jun-97,504,554,,6,55
,,"Barzo, Lilla",,http://www.wtatennis.com/players/player/21593/title/lilla-barzo,HUN,,02-Sep-96,505,504,,11,55
,,"Versteeg, Kelly",,http://www.wtatennis.com/players/player/17738/title/kelly-versteeg,NED,,18-Nov-94,506,511,,21,55
"Montréal, Canada",Right-handed (two-handed backhand),"Wozniak, Aleksandra",132,http://www.wtatennis.com/players/player/9813/title/aleksandra-wozniak,CAN,,07-Sep-87,507,506,"Blainville, Canada",10,54
"Topolcany, Slovakia",Right-handed (two-handed backhand),"Mihalikova, Tereza",139,http://www.wtatennis.com/players/player/24034/title/tereza-mihalikova,SVK,1.79,02-Jun-98,508,466,"Topolcany, Slovakia",11,54
,,"Arconada, Usue Maitane",,http://www.wtatennis.com/players/player/22288/title/usue-maitane-arconada,USA,,28-Oct-98,509,507,,8,54
,,"Han, Sung-Hee",,http://www.wtatennis.com/players/player/12854/title/sung-hee-han,KOR,,13-Nov-90,510,508,,12,54
,,"Serban, Raluca",,http://www.wtatennis.com/players/player/22425/title/raluca-serban,ROU,,17-Jun-97,511,510,,11,54
,,"Bains, Naiktha",,http://www.wtatennis.com/players/player/20389/title/naiktha-bains,AUS,,17-Dec-97,512,512,,14,53
,,"Dart, Harriet",,http://www.wtatennis.com/players/player/19629/title/harriet-dart,GBR,,28-Jul-96,513,513,,18,53
,,"Graham, Alexa",,http://www.wtatennis.com/players/player/22194/title/alexa-graham,USA,,07-Jul-98,514,514,,10,53
,,"Lukacs, Vanda",,http://www.wtatennis.com/players/player/15352/title/vanda-lukacs,HUN,,08-Dec-92,515,519,,17,53
,,"Ayukawa, Mana",,http://www.wtatennis.com/players/player/17629/title/mana-ayukawa,JPN,,14-Sep-94,516,515,,19,53
,,"Wacanno, Eva",,http://www.wtatennis.com/players/player/17282/title/eva-wacanno,NED,,06-Feb-91,517,516,,12,53
,,"Sibille, Constance",,http://www.wtatennis.com/players/player/13594/title/constance-sibille,FRA,,09-Nov-90,518,518,,10,52
"Cherbourg, France",,"Laisne, Kinnie",146,http://www.wtatennis.com/players/player/12121/title/kinnie-laisne,FRA,,11-Jul-89,519,520,,8,52
,,"Buzean, Diana",,http://www.wtatennis.com/players/player/11633/title/diana-buzean,ROU,,12-Dec-87,520,521,,10,52
,,"Sunkara, Rishika",,http://www.wtatennis.com/players/player/15320/title/rishika-sunkara,IND,,14-May-93,521,522,,11,52
,,"Zlochova, Zuzana",,http://www.wtatennis.com/players/player/14191/title/zuzana-zlochova,SVK,,24-Jan-90,522,523,,14,52
,,"Reddy, Snehadevi",,http://www.wtatennis.com/players/player/23504/title/snehadevi-reddy,IND,,13-Feb-97,523,525,,19,52
,,"Ishizu, Sachie",,http://www.wtatennis.com/players/player/14364/title/sachie-ishizu,JPN,,03-Sep-92,524,526,,8,51
,,"Lee, Ye-Ra",,http://www.wtatennis.com/players/player/11556/title/ye-ra-lee,KOR,,14-Sep-87,525,527,,6,51
,,"Rinaldo Persson, Kajsa",,http://www.wtatennis.com/players/player/20764/title/kajsa-rinaldo-persson,SWE,,11-Nov-97,526,529,,16,51
,,"Paigina, Marta",,http://www.wtatennis.com/players/player/23854/title/marta-paigina,RUS,,03-Mar-99,527,530,,9,51
,,"Moratelli, Angelica",,http://www.wtatennis.com/players/player/17630/title/angelica-moratelli,ITA,,17-Aug-94,528,534,,10,51
,,"Remondina, Anna",,http://www.wtatennis.com/players/player/11379/title/anna-remondina,ITA,,01-Jun-89,529,517,,15,51
,,"Kerfs, Deborah",,http://www.wtatennis.com/players/player/19671/title/deborah-kerfs,BEL,,10-Mar-95,530,531,,17,51
,,"Bosio, Victoria",,http://www.wtatennis.com/players/player/18106/title/victoria-bosio,ARG,,03-Oct-94,531,532,,9,50
,,"Scholl, Chiara",,http://www.wtatennis.com/players/player/15110/title/chiara-scholl,USA,,05-Jul-92,532,533,,14,50
,,"Burillo Escorihuela, Irene",,http://www.wtatennis.com/players/player/22206/title/irene-burillo-escorihuela,ESP,,23-Jul-97,533,545,,18,50
,,"Hobgarski, Katharina",,http://www.wtatennis.com/players/player/22784/title/katharina-hobgarski,GER,,18-Jun-97,534,477,,16,49
,,"Omae, Akiko",,http://www.wtatennis.com/players/player/15529/title/akiko-omae,JPN,,29-Jan-93,535,536,,14,49
,,"Barritza, Karen",,http://www.wtatennis.com/players/player/13581/title/karen-barritza,DEN,,03-Jul-92,536,537,,17,49
,,"Balducci, Alice",,http://www.wtatennis.com/players/player/10388/title/alice-balducci,ITA,,11-Sep-86,537,524,,18,49
,,"Lee, Pei-Chi",,http://www.wtatennis.com/players/player/17123/title/pei-chi-lee,TPE,,16-Oct-94,538,528,,20,48
"Moscow, Russia",Right-handed (two-handed backhand),"Puchkova, Olga",135,http://www.wtatennis.com/players/player/10032/title/olga-puchkova,RUS,1.8,27-Sep-87,539,538,"Miami Shores, FL, USA",10,48
,,"Palha, Natasha",,http://www.wtatennis.com/players/player/18635/title/natasha-palha,IND,,17-Jan-94,540,539,,15,48
,,"Flink, Varvara",,http://www.wtatennis.com/players/player/18704/title/varvara-flink,RUS,,13-Dec-96,541,639,,9,47
,,"Gaydarzhi, Ksenia",,http://www.wtatennis.com/players/player/21476/title/ksenia-gaydarzhi,RUS,,08-Feb-95,542,535,,10,47
,,"Heisen, Vivian",,http://www.wtatennis.com/players/player/17999/title/vivian-heisen,GER,,27-Dec-93,543,542,,11,47
,,"Pirazhenka, Sviatlana",,http://www.wtatennis.com/players/player/14891/title/sviatlana-pirazhenka,BLR,,12-Sep-92,544,543,,13,47
,,"Minokoshi, Mai",,http://www.wtatennis.com/players/player/15324/title/mai-minokoshi,JPN,,16-Apr-92,545,544,,15,47
,,"Abou Zekry, Ola",,http://www.wtatennis.com/players/player/12166/title/ola-abou-zekry,EGY,,20-Jun-87,546,540,,20,47
"Thousand Oaks, CA, USA",Right-handed (two-handed backhand),"Liu, Claire",,http://www.wtatennis.com/players/player/25547/title/claire-liu,USA,,25-May-00,547,547,"Thousand Oaks, CA, USA",6,46
,,"Radanovic, Dejana",,http://www.wtatennis.com/players/player/19918/title/dejana-radanovic,SRB,,14-May-96,548,546,,13,46
,,"Liebens, Klaartje",,http://www.wtatennis.com/players/player/19528/title/klaartje-liebens,BEL,,11-Jan-95,549,561,,26,46
,,"Tan, Harmony",,http://www.wtatennis.com/players/player/20482/title/harmony-tan,FRA,,11-Sep-97,550,573,,13,45
,,"Sanford, Alexandra",,http://www.wtatennis.com/players/player/23724/title/alexandra-sanford,USA,,05-Jan-99,551,607,,3,44
"Taipei, Chinese Taipei",Right-handed (two-handed backhand),"Chan, Yung-Jan",132,http://www.wtatennis.com/players/player/11303/title/yung-jan-chan,TPE,1.7,17-Aug-89,552,550,"Taipei, Chinese Taipei",5,43
"Xuzhou, China",,"Liang, Chen",143,http://www.wtatennis.com/players/player/11265/title/chen-liang,CHN,1.72,25-Feb-89,553,551,"Shanghai, China",7,43
"Chelyabinsk, Russia",Left-handed (two-handed backhand),"Pervak, Ksenia",132,http://www.wtatennis.com/players/player/12761/title/ksenia-pervak,RUS,1.7,27-May-91,554,553,"Moscow, Russia",2,43
,,"Olmos, Giuliana",,http://www.wtatennis.com/players/player/15120/title/giuliana-olmos,MEX,,04-Mar-93,555,555,,7,43
,,"Hisami, Kanae",,http://www.wtatennis.com/players/player/10707/title/kanae-hisami,JPN,,28-Jan-87,556,556,,10,43
,,"Zavatska, Katarina",,http://www.wtatennis.com/players/player/26394/title/katarina-zavatska,UKR,,05-Feb-00,557,557,,13,43
,,"Cazeaux, Amandine",,http://www.wtatennis.com/players/player/11326/title/amandine-cazeaux,FRA,,25-Feb-89,558,548,,15,43
,,"Thombare, Prarthana",,http://www.wtatennis.com/players/player/18667/title/prarthana-thombare,IND,,18-Jun-94,559,559,,16,43
,,"Savoretti, Alice",,http://www.wtatennis.com/players/player/13727/title/alice-savoretti,ITA,,17-Jun-92,560,560,,17,43
,,"Ekshibarova, Vlada",,http://www.wtatennis.com/players/player/11149/title/vlada-ekshibarova,UZB,,14-Mar-89,561,562,,17,42
,,"Chiang, Yuki",,http://www.wtatennis.com/players/player/20288/title/yuki-chiang,USA,,19-Aug-95,562,620,,13,42
,,"Simion, Oana Georgeta",,http://www.wtatennis.com/players/player/19729/title/oana-georgeta-simion,ROU,,08-Mar-96,563,565,,16,42
"Brno, Czech Republic",,"Melichar, Nicole",,http://www.wtatennis.com/players/player/15763/title/nicole-melichar,USA,1.81,29-Jul-93,564,567,"Stuart, FL, USA",7,41
,,"Thamchaiwat, Bunyawi",,http://www.wtatennis.com/players/player/22402/title/bunyawi-thamchaiwat,THA,,29-Jul-98,565,584,,9,41
,,"Rubini, Stefania",,http://www.wtatennis.com/players/player/17066/title/stefania-rubini,ITA,,05-Dec-92,566,563,,11,41
,,"Tsuji, Kanami",,http://www.wtatennis.com/players/player/18589/title/kanami-tsuji,JPN,,24-Jan-96,567,568,,12,41
,,"Bhunu, Valeria",,http://www.wtatennis.com/players/player/16985/title/valeria-bhunu,ZIM,,03-Apr-95,568,569,,12,41
,,"Chang, Sophie",,http://www.wtatennis.com/players/player/22195/title/sophie-chang,USA,,28-May-97,569,622,,14,41
,,"Jurikova, Lenka",,http://www.wtatennis.com/players/player/14741/title/lenka-jurikova,SVK,,11-Aug-90,570,570,,15,41
,,"Moser, Lisa-Maria",,http://www.wtatennis.com/players/player/14119/title/lisa-maria-moser,AUT,,28-Mar-91,571,558,,15,41
,,"Bechri, Chiraz",,http://www.wtatennis.com/players/player/21978/title/chiraz-bechri,TUN,,23-Jul-98,572,571,,16,41
"Bielefeld, Germany",Right-handed (two-handed backhand),"Pfizenmaier, Dinah",139,http://www.wtatennis.com/players/player/15569/title/dinah-pfizenmaier,GER,1.71,13-Jan-92,573,566,"Kamen, Germany",1,40
"Miami, FL, USA",Right-handed (two-handed backhand),"Duval, Victoria",150,http://www.wtatennis.com/players/player/17324/title/victoria-duval,USA,1.78,30-Nov-95,574,572,"Bradenton, FL, USA",4,40
,,"Cengiz, Berfu",,http://www.wtatennis.com/players/player/23706/title/berfu-cengiz,TUR,,18-Oct-99,575,574,,10,40
"Florence, Italy",Left-handed (two-handed backhand),"Sanesi, Gaia",134,http://www.wtatennis.com/players/player/17613/title/gaia-sanesi,ITA,1.7,01-Apr-92,576,575,,15,40
,,"Sarkisova, Karine",,http://www.wtatennis.com/players/player/26033/title/karine-sarkisova,RUS,,07-Jun-98,577,576,,6,40
,,"Bolsova Zadoinov, Aliona",,http://www.wtatennis.com/players/player/21517/title/aliona-bolsova-zadoinov,ESP,,06-Nov-97,578,577,,7,40
,,"Parrizas Diaz, Nuria",,http://www.wtatennis.com/players/player/13554/title/nuria-parrizas-diaz,ESP,,15-Jul-91,579,578,,7,40
,,"Mikulcic, Ema",,http://www.wtatennis.com/players/player/15096/title/ema-mikulcic,CRO,,27-Apr-92,580,579,,8,40
,,"Lukic, Vojislava",,http://www.wtatennis.com/players/player/10542/title/vojislava-lukic,SRB,,31-Mar-87,581,549,,8,40
,,"Gervais, Julie",,http://www.wtatennis.com/players/player/14995/title/julie-gervais,FRA,,22-Jul-91,582,585,,8,40
,,"Uberalova, Petra",,http://www.wtatennis.com/players/player/17688/title/petra-uberalova,SVK,,11-Apr-95,583,580,,8,40
,,"Kim, Na-Ri",,http://www.wtatennis.com/players/player/13330/title/na-ri-kim,KOR,,04-Apr-90,584,581,,9,40
