"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"456","female",456,453,"Sotnikova, Alyona",NA,NA,NA,"1992-05-05","UKR","","",17,70,"http://www.wtatennis.com/players/player/14065/title/alyona-sotnikova"
"457","female",457,454,"Kinard, Tori",NA,NA,NA,"1987-11-24","USA","","",19,69,"http://www.wtatennis.com/players/player/13263/title/tori-kinard"
"458","female",458,456,"Oyen, Sofie",NA,NA,NA,"1992-02-04","BEL","","",22,69,"http://www.wtatennis.com/players/player/15554/title/sofie-oyen"
"459","female",459,457,"Lazareva, Margarita",NA,NA,NA,"1990-10-10","RUS","","",24,69,"http://www.wtatennis.com/players/player/13186/title/margarita-lazareva"
"460","female",460,459,"Stokke, Melanie",NA,NA,NA,"1996-10-01","NOR","","",16,68,"http://www.wtatennis.com/players/player/21550/title/melanie-stokke"
"461","female",461,461,"Swan, Katie",NA,NA,NA,"1999-03-24","GBR","","",9,67,"http://www.wtatennis.com/players/player/24565/title/katie-swan"
"462","female",462,462,"Austin, Brooke",NA,NA,NA,"1996-02-12","USA","","",5,67,"http://www.wtatennis.com/players/player/18790/title/brooke-austin"
"463","female",463,463,"Muntean, Victoria",NA,NA,NA,"1997-01-23","FRA","","",19,67,"http://www.wtatennis.com/players/player/19124/title/victoria-muntean"
"464","female",464,464,"Stamatova, Julia",NA,NA,NA,"1993-06-04","BUL","","",23,67,"http://www.wtatennis.com/players/player/15705/title/julia-stamatova"
"465","female",465,467,"Blinkova, Anna",NA,NA,NA,"1998-09-10","RUS","","",8,65,"http://www.wtatennis.com/players/player/26037/title/anna-blinkova"
"466","female",466,468,"Fourlis, Jaimee",NA,NA,NA,"1999-09-17","AUS","","",7,65,"http://www.wtatennis.com/players/player/24171/title/jaimee-fourlis"
"467","female",467,469,"Akita, Shiho",NA,NA,NA,"1990-01-18","JPN","","",12,65,"http://www.wtatennis.com/players/player/13539/title/shiho-akita"
"468","female",468,471,"Schaeder, Laura",NA,NA,NA,"1993-04-25","GER","","",19,64,"http://www.wtatennis.com/players/player/16588/title/laura-schaeder"
"469","female",469,472,"Inoue, Akari",NA,NA,NA,"1988-08-04","JPN","","",10,64,"http://www.wtatennis.com/players/player/11760/title/akari-inoue"
"470","female",470,491,"Turati, Bianca",NA,NA,NA,"1997-06-17","ITA","","",16,64,"http://www.wtatennis.com/players/player/22727/title/bianca-turati"
"471","female",471,473,"Zhao, Di",NA,NA,NA,"1993-01-05","CHN","","",17,63,"http://www.wtatennis.com/players/player/15149/title/di-zhao"
"472","female",472,455,"Osaka, Mari",NA,NA,NA,"1996-04-03","JPN","","",13,63,"http://www.wtatennis.com/players/player/18702/title/mari-osaka"
"473","female",473,485,"Wachaczyk, Julia",NA,NA,NA,"1994-04-13","GER","","",16,63,"http://www.wtatennis.com/players/player/16947/title/julia-wachaczyk"
"474","female",474,474,"Papamichail, Despina",NA,NA,NA,"1993-02-09","GRE","","",26,63,"http://www.wtatennis.com/players/player/15069/title/despina-papamichail"
"475","female",475,475,"Ulukan, Ksenia","Right",174,146,"1989-12-13","KGZ","Khabarovskiy Kray, Russia","Bishkek, Kyrgyzstan",12,62,"http://www.wtatennis.com/players/player/11998/title/ksenia-ulukan"
"476","female",476,482,"Gasanova, Anastasia","Right",NA,NA,"1999-05-15","RUS","Saratov, Russia","Ryazan, Russia",10,61,"http://www.wtatennis.com/players/player/23519/title/anastasia-gasanova"
"477","female",477,478,"Bolkvadze, Mariam",NA,NA,NA,"1998-01-01","GEO","","",12,61,"http://www.wtatennis.com/players/player/21308/title/mariam-bolkvadze"
"478","female",478,479,"Webley-Smith, Emily",NA,168,139,"1984-07-14","GBR","Bristol, England","Bristol, England",29,60,"http://www.wtatennis.com/players/player/9094/title/emily-webley-smith"
"479","female",479,481,"Xun, Fang Ying",NA,NA,NA,"1995-01-14","CHN","","",17,59,"http://www.wtatennis.com/players/player/21012/title/fang-ying-xun"
"480","female",480,452,"Njiric, Silvia",NA,NA,NA,"1993-07-09","CRO","","",23,59,"http://www.wtatennis.com/players/player/15200/title/silvia-njiric"
"481","female",481,484,"Gai, Ao",NA,NA,NA,"1995-01-11","CHN","","",15,59,"http://www.wtatennis.com/players/player/21909/title/ao-gai"
"482","female",482,487,"Malikova, Tereza",NA,NA,NA,"1991-07-13","CZE","","",18,59,"http://www.wtatennis.com/players/player/14425/title/tereza-malikova"
"483","female",483,486,"Marcinkevica, Diana",NA,NA,NA,"1992-08-03","LAT","","",18,59,"http://www.wtatennis.com/players/player/15532/title/diana-marcinkevica"
"484","female",484,488,"Lertcheewakarn, Noppawan","Right",167,132,"1991-11-18","THA","Chiang Mai, Thailand","Bangkok, Thailand",13,58,"http://www.wtatennis.com/players/player/13856/title/noppawan-lertcheewakarn"
"485","female",485,483,"Frech, Magdalena",NA,NA,NA,"1997-12-15","POL","","",12,58,"http://www.wtatennis.com/players/player/20840/title/magdalena-frech"
"486","female",486,489,"Cuk, Pia",NA,NA,NA,"1996-07-24","SLO","","",21,58,"http://www.wtatennis.com/players/player/20853/title/pia-cuk"
"487","female",487,490,"Taylor, Gabriella",NA,NA,NA,"1998-03-07","GBR","","",12,57,"http://www.wtatennis.com/players/player/22052/title/gabriella-taylor"
"488","female",488,476,"Paolini, Jasmine",NA,NA,NA,"1996-01-04","ITA","","",11,57,"http://www.wtatennis.com/players/player/19333/title/jasmine-paolini"
"489","female",489,505,"Kovalets, Sofiya","Right",172,141,"1994-07-10","UKR","St. Petersburg, Russia","Budapest, Hungary",14,57,"http://www.wtatennis.com/players/player/15557/title/sofiya-kovalets"
"490","female",490,498,"Yerolymos, Margot",NA,NA,NA,"1997-04-19","FRA","","",15,57,"http://www.wtatennis.com/players/player/21736/title/margot-yerolymos"
"491","female",491,492,"Di Giuseppe, Martina",NA,NA,NA,"1991-02-10","ITA","","",17,57,"http://www.wtatennis.com/players/player/12317/title/martina-di-giuseppe"
"492","female",492,493,"Juhaszova, Vivien",NA,NA,NA,"1993-07-17","SVK","","",18,57,"http://www.wtatennis.com/players/player/16777/title/vivien-juhaszova"
"493","female",493,494,"Vajdova, Natalia",NA,NA,NA,"1995-04-26","SVK","","",19,57,"http://www.wtatennis.com/players/player/18587/title/natalia-vajdova"
"494","female",494,495,"Cabaj Awad, Jacqueline",NA,NA,NA,"1996-01-28","SWE","","",18,56,"http://www.wtatennis.com/players/player/20363/title/jacqueline-cabaj-awad"
"495","female",495,496,"Nancarrow, Alexandra",NA,NA,NA,"1993-09-01","AUS","","",10,56,"http://www.wtatennis.com/players/player/16122/title/alexandra-nancarrow"
"496","female",496,497,"Weinhold, Ashley","Right",NA,129,"1989-06-20","USA","Tyler, TX, USA","Spicewood, TX, USA",13,56,"http://www.wtatennis.com/players/player/11492/title/ashley-weinhold"
"497","female",497,480,"Lekaj, Adrijana",NA,NA,NA,"1995-06-29","CRO","","",16,56,"http://www.wtatennis.com/players/player/21375/title/adrijana-lekaj"
"498","female",498,499,"Spremo, Milana",NA,NA,NA,"1991-11-26","SRB","","",20,56,"http://www.wtatennis.com/players/player/13805/title/milana-spremo"
"499","female",499,500,"Aiava, Destanee",NA,NA,NA,"2000-05-10","AUS","","",8,55,"http://www.wtatennis.com/players/player/25975/title/destanee-aiava"
"500","female",500,501,"Kang, Jiaqi",NA,NA,NA,"1997-07-19","CHN","","",16,55,"http://www.wtatennis.com/players/player/24504/title/jiaqi-kang"
"501","female",501,502,"Miyamura, Miki",NA,NA,NA,"1985-11-04","JPN","","",18,55,"http://www.wtatennis.com/players/player/11251/title/miki-miyamura"
"502","female",502,503,"Ene, Cristina",NA,NA,NA,"1995-12-18","ROU","","",22,55,"http://www.wtatennis.com/players/player/19261/title/cristina-ene"
"503","female",503,509,"Yastremska, Dayana",NA,NA,NA,"2000-05-15","UKR","","",5,55,"http://www.wtatennis.com/players/player/26031/title/dayana-yastremska"
"504","female",504,554,"Shymanovich, Iryna",NA,NA,NA,"1997-06-30","BLR","","",6,55,"http://www.wtatennis.com/players/player/21547/title/iryna-shymanovich"
"505","female",505,504,"Barzo, Lilla",NA,NA,NA,"1996-09-02","HUN","","",11,55,"http://www.wtatennis.com/players/player/21593/title/lilla-barzo"
"506","female",506,511,"Versteeg, Kelly",NA,NA,NA,"1994-11-18","NED","","",21,55,"http://www.wtatennis.com/players/player/17738/title/kelly-versteeg"
"507","female",507,506,"Wozniak, Aleksandra","Right",NA,132,"1987-09-07","CAN","Montréal, Canada","Blainville, Canada",10,54,"http://www.wtatennis.com/players/player/9813/title/aleksandra-wozniak"
"508","female",508,466,"Mihalikova, Tereza","Right",179,139,"1998-06-02","SVK","Topolcany, Slovakia","Topolcany, Slovakia",11,54,"http://www.wtatennis.com/players/player/24034/title/tereza-mihalikova"
"509","female",509,507,"Arconada, Usue Maitane",NA,NA,NA,"1998-10-28","USA","","",8,54,"http://www.wtatennis.com/players/player/22288/title/usue-maitane-arconada"
"510","female",510,508,"Han, Sung-Hee",NA,NA,NA,"1990-11-13","KOR","","",12,54,"http://www.wtatennis.com/players/player/12854/title/sung-hee-han"
"511","female",511,510,"Serban, Raluca",NA,NA,NA,"1997-06-17","ROU","","",11,54,"http://www.wtatennis.com/players/player/22425/title/raluca-serban"
"512","female",512,512,"Bains, Naiktha",NA,NA,NA,"1997-12-17","AUS","","",14,53,"http://www.wtatennis.com/players/player/20389/title/naiktha-bains"
"513","female",513,513,"Dart, Harriet",NA,NA,NA,"1996-07-28","GBR","","",18,53,"http://www.wtatennis.com/players/player/19629/title/harriet-dart"
"514","female",514,514,"Graham, Alexa",NA,NA,NA,"1998-07-07","USA","","",10,53,"http://www.wtatennis.com/players/player/22194/title/alexa-graham"
"515","female",515,519,"Lukacs, Vanda",NA,NA,NA,"1992-12-08","HUN","","",17,53,"http://www.wtatennis.com/players/player/15352/title/vanda-lukacs"
"516","female",516,515,"Ayukawa, Mana",NA,NA,NA,"1994-09-14","JPN","","",19,53,"http://www.wtatennis.com/players/player/17629/title/mana-ayukawa"
"517","female",517,516,"Wacanno, Eva",NA,NA,NA,"1991-02-06","NED","","",12,53,"http://www.wtatennis.com/players/player/17282/title/eva-wacanno"
"518","female",518,518,"Sibille, Constance",NA,NA,NA,"1990-11-09","FRA","","",10,52,"http://www.wtatennis.com/players/player/13594/title/constance-sibille"
"519","female",519,520,"Laisne, Kinnie",NA,NA,146,"1989-07-11","FRA","Cherbourg, France","",8,52,"http://www.wtatennis.com/players/player/12121/title/kinnie-laisne"
"520","female",520,521,"Buzean, Diana",NA,NA,NA,"1987-12-12","ROU","","",10,52,"http://www.wtatennis.com/players/player/11633/title/diana-buzean"
"521","female",521,522,"Sunkara, Rishika",NA,NA,NA,"1993-05-14","IND","","",11,52,"http://www.wtatennis.com/players/player/15320/title/rishika-sunkara"
"522","female",522,523,"Zlochova, Zuzana",NA,NA,NA,"1990-01-24","SVK","","",14,52,"http://www.wtatennis.com/players/player/14191/title/zuzana-zlochova"
"523","female",523,525,"Reddy, Snehadevi",NA,NA,NA,"1997-02-13","IND","","",19,52,"http://www.wtatennis.com/players/player/23504/title/snehadevi-reddy"
"524","female",524,526,"Ishizu, Sachie",NA,NA,NA,"1992-09-03","JPN","","",8,51,"http://www.wtatennis.com/players/player/14364/title/sachie-ishizu"
"525","female",525,527,"Lee, Ye-Ra",NA,NA,NA,"1987-09-14","KOR","","",6,51,"http://www.wtatennis.com/players/player/11556/title/ye-ra-lee"
"526","female",526,529,"Rinaldo Persson, Kajsa",NA,NA,NA,"1997-11-11","SWE","","",16,51,"http://www.wtatennis.com/players/player/20764/title/kajsa-rinaldo-persson"
"527","female",527,530,"Paigina, Marta",NA,NA,NA,"1999-03-03","RUS","","",9,51,"http://www.wtatennis.com/players/player/23854/title/marta-paigina"
"528","female",528,534,"Moratelli, Angelica",NA,NA,NA,"1994-08-17","ITA","","",10,51,"http://www.wtatennis.com/players/player/17630/title/angelica-moratelli"
"529","female",529,517,"Remondina, Anna",NA,NA,NA,"1989-06-01","ITA","","",15,51,"http://www.wtatennis.com/players/player/11379/title/anna-remondina"
"530","female",530,531,"Kerfs, Deborah",NA,NA,NA,"1995-03-10","BEL","","",17,51,"http://www.wtatennis.com/players/player/19671/title/deborah-kerfs"
"531","female",531,532,"Bosio, Victoria",NA,NA,NA,"1994-10-03","ARG","","",9,50,"http://www.wtatennis.com/players/player/18106/title/victoria-bosio"
"532","female",532,533,"Scholl, Chiara",NA,NA,NA,"1992-07-05","USA","","",14,50,"http://www.wtatennis.com/players/player/15110/title/chiara-scholl"
"533","female",533,545,"Burillo Escorihuela, Irene",NA,NA,NA,"1997-07-23","ESP","","",18,50,"http://www.wtatennis.com/players/player/22206/title/irene-burillo-escorihuela"
"534","female",534,477,"Hobgarski, Katharina",NA,NA,NA,"1997-06-18","GER","","",16,49,"http://www.wtatennis.com/players/player/22784/title/katharina-hobgarski"
"535","female",535,536,"Omae, Akiko",NA,NA,NA,"1993-01-29","JPN","","",14,49,"http://www.wtatennis.com/players/player/15529/title/akiko-omae"
"536","female",536,537,"Barritza, Karen",NA,NA,NA,"1992-07-03","DEN","","",17,49,"http://www.wtatennis.com/players/player/13581/title/karen-barritza"
"537","female",537,524,"Balducci, Alice",NA,NA,NA,"1986-09-11","ITA","","",18,49,"http://www.wtatennis.com/players/player/10388/title/alice-balducci"
"538","female",538,528,"Lee, Pei-Chi",NA,NA,NA,"1994-10-16","TPE","","",20,48,"http://www.wtatennis.com/players/player/17123/title/pei-chi-lee"
"539","female",539,538,"Puchkova, Olga","Right",180,135,"1987-09-27","RUS","Moscow, Russia","Miami Shores, FL, USA",10,48,"http://www.wtatennis.com/players/player/10032/title/olga-puchkova"
"540","female",540,539,"Palha, Natasha",NA,NA,NA,"1994-01-17","IND","","",15,48,"http://www.wtatennis.com/players/player/18635/title/natasha-palha"
"541","female",541,639,"Flink, Varvara",NA,NA,NA,"1996-12-13","RUS","","",9,47,"http://www.wtatennis.com/players/player/18704/title/varvara-flink"
"542","female",542,535,"Gaydarzhi, Ksenia",NA,NA,NA,"1995-02-08","RUS","","",10,47,"http://www.wtatennis.com/players/player/21476/title/ksenia-gaydarzhi"
"543","female",543,542,"Heisen, Vivian",NA,NA,NA,"1993-12-27","GER","","",11,47,"http://www.wtatennis.com/players/player/17999/title/vivian-heisen"
"544","female",544,543,"Pirazhenka, Sviatlana",NA,NA,NA,"1992-09-12","BLR","","",13,47,"http://www.wtatennis.com/players/player/14891/title/sviatlana-pirazhenka"
"545","female",545,544,"Minokoshi, Mai",NA,NA,NA,"1992-04-16","JPN","","",15,47,"http://www.wtatennis.com/players/player/15324/title/mai-minokoshi"
"546","female",546,540,"Abou Zekry, Ola",NA,NA,NA,"1987-06-20","EGY","","",20,47,"http://www.wtatennis.com/players/player/12166/title/ola-abou-zekry"
"547","female",547,547,"Liu, Claire","Right",NA,NA,"2000-05-25","USA","Thousand Oaks, CA, USA","Thousand Oaks, CA, USA",6,46,"http://www.wtatennis.com/players/player/25547/title/claire-liu"
"548","female",548,546,"Radanovic, Dejana",NA,NA,NA,"1996-05-14","SRB","","",13,46,"http://www.wtatennis.com/players/player/19918/title/dejana-radanovic"
"549","female",549,561,"Liebens, Klaartje",NA,NA,NA,"1995-01-11","BEL","","",26,46,"http://www.wtatennis.com/players/player/19528/title/klaartje-liebens"
"550","female",550,573,"Tan, Harmony",NA,NA,NA,"1997-09-11","FRA","","",13,45,"http://www.wtatennis.com/players/player/20482/title/harmony-tan"
"551","female",551,607,"Sanford, Alexandra",NA,NA,NA,"1999-01-05","USA","","",3,44,"http://www.wtatennis.com/players/player/23724/title/alexandra-sanford"
"552","female",552,550,"Chan, Yung-Jan","Right",170,132,"1989-08-17","TPE","Taipei, Chinese Taipei","Taipei, Chinese Taipei",5,43,"http://www.wtatennis.com/players/player/11303/title/yung-jan-chan"
"553","female",553,551,"Liang, Chen",NA,172,143,"1989-02-25","CHN","Xuzhou, China","Shanghai, China",7,43,"http://www.wtatennis.com/players/player/11265/title/chen-liang"
"554","female",554,553,"Pervak, Ksenia","Left",170,132,"1991-05-27","RUS","Chelyabinsk, Russia","Moscow, Russia",2,43,"http://www.wtatennis.com/players/player/12761/title/ksenia-pervak"
"555","female",555,555,"Olmos, Giuliana",NA,NA,NA,"1993-03-04","MEX","","",7,43,"http://www.wtatennis.com/players/player/15120/title/giuliana-olmos"
"556","female",556,556,"Hisami, Kanae",NA,NA,NA,"1987-01-28","JPN","","",10,43,"http://www.wtatennis.com/players/player/10707/title/kanae-hisami"
"557","female",557,557,"Zavatska, Katarina",NA,NA,NA,"2000-02-05","UKR","","",13,43,"http://www.wtatennis.com/players/player/26394/title/katarina-zavatska"
"558","female",558,548,"Cazeaux, Amandine",NA,NA,NA,"1989-02-25","FRA","","",15,43,"http://www.wtatennis.com/players/player/11326/title/amandine-cazeaux"
"559","female",559,559,"Thombare, Prarthana",NA,NA,NA,"1994-06-18","IND","","",16,43,"http://www.wtatennis.com/players/player/18667/title/prarthana-thombare"
"560","female",560,560,"Savoretti, Alice",NA,NA,NA,"1992-06-17","ITA","","",17,43,"http://www.wtatennis.com/players/player/13727/title/alice-savoretti"
"561","female",561,562,"Ekshibarova, Vlada",NA,NA,NA,"1989-03-14","UZB","","",17,42,"http://www.wtatennis.com/players/player/11149/title/vlada-ekshibarova"
"562","female",562,620,"Chiang, Yuki",NA,NA,NA,"1995-08-19","USA","","",13,42,"http://www.wtatennis.com/players/player/20288/title/yuki-chiang"
"563","female",563,565,"Simion, Oana Georgeta",NA,NA,NA,"1996-03-08","ROU","","",16,42,"http://www.wtatennis.com/players/player/19729/title/oana-georgeta-simion"
"564","female",564,567,"Melichar, Nicole",NA,181,NA,"1993-07-29","USA","Brno, Czech Republic","Stuart, FL, USA",7,41,"http://www.wtatennis.com/players/player/15763/title/nicole-melichar"
"565","female",565,584,"Thamchaiwat, Bunyawi",NA,NA,NA,"1998-07-29","THA","","",9,41,"http://www.wtatennis.com/players/player/22402/title/bunyawi-thamchaiwat"
"566","female",566,563,"Rubini, Stefania",NA,NA,NA,"1992-12-05","ITA","","",11,41,"http://www.wtatennis.com/players/player/17066/title/stefania-rubini"
"567","female",567,568,"Tsuji, Kanami",NA,NA,NA,"1996-01-24","JPN","","",12,41,"http://www.wtatennis.com/players/player/18589/title/kanami-tsuji"
"568","female",568,569,"Bhunu, Valeria",NA,NA,NA,"1995-04-03","ZIM","","",12,41,"http://www.wtatennis.com/players/player/16985/title/valeria-bhunu"
"569","female",569,622,"Chang, Sophie",NA,NA,NA,"1997-05-28","USA","","",14,41,"http://www.wtatennis.com/players/player/22195/title/sophie-chang"
"570","female",570,570,"Jurikova, Lenka",NA,NA,NA,"1990-08-11","SVK","","",15,41,"http://www.wtatennis.com/players/player/14741/title/lenka-jurikova"
"571","female",571,558,"Moser, Lisa-Maria",NA,NA,NA,"1991-03-28","AUT","","",15,41,"http://www.wtatennis.com/players/player/14119/title/lisa-maria-moser"
